2,,,55,9 м2,Панельный,8,,,Бизнес,Вторичный рынок,Двухкомнатная квартира в хорошем районе!,"Предлагаем к Вашему вниманию отличный вариант, состояние жилое, бул. Шевченко 399/1, р-н пл 700-летия. 8/9/П. Стеклопакеты, новые батареи, мет дверь. Торг.",https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-v-horoshem-rayone-IDtEWSq.html
3,,,62,45 м2,6 м2,1,5,,Бизнес,Вторичный рынок,"3 кімн. просп.Хіміків, р-н маг. АТБ","Продається 3 кімнатна квартира по проспекту Хіміків, район магазину ""АТБ"". Жилий стан. Кімнати роздільні. Нова сантехніка та труби. С/в роздільний.

Компанія: Експерт з нерухомості",https://www.olx.ua/obyavlenie/3-kmn-prosp-hmkv-r-n-mag-atb-IDsPCeG.html
3,27800,,68,40 м2,7 м2,7,9,,Бизнес,Вторичный рынок,"3 кімн. вул.Смілянська,115/1, цегла","Продається 3 кімнатна квартира по вулиці Смілянська,115/1. Цегляний будинок (червона цегла). Кімнати роздільні. ""Чешка"". Жилий стан (без ремонта). Балкон та лоджія засклені. Є кладова та підвал.

Ком",https://www.olx.ua/obyavlenie/3-kmn-vul-smlyanska-115-1-tsegla-IDsPCeV.html
2,23400,,46,25 м2,8 м2,1,9,,Частного лица,Вторичный рынок,Предлагаю 2-х комнатную квартиру. По ул. Пилипенка.,"Предлагаю 2-х комнатную квартиру. Квартира в жилом состоянии, не требует ремонта. Комнаты раздельные, сан.узел совместный. Дом ОСББ. Балкон большой, застеклённый металлопластиковыми окнами и решеткой.",https://www.olx.ua/obyavlenie/predlagayu-2-h-komnatnuyu-kvartiru-po-ul-pilipenka-IDrHIvK.html
2,,,66,36 м2,105 м2,Кирпичный,1,11,Частного лица,Вторичный рынок,Продам 2к.кв с действующим бизнесом.,"Продам 2к. кв. 1/11/К  66м2, по ул. М. Грушевского ,73, напротив ресторана ""Бриг"" с   долгосрочным действующим  бизнесом (аренда под офис),квартира не выведена из жилого фонда. Жилое состояние,развита",https://www.olx.ua/obyavlenie/prodam-2k-kv-s-deystvuyuschim-biznesom-IDtEQHq.html
1,11000,,33,16 м2,8 м2,5,5,,Частного лица,Вторичный рынок,Продам 1-комнатную квартиру в р-не Ж/Д вокзала,"Продам 1-комнатную квартиру в районе Ж/Д вокзала, по ул. Смелянская. 
5 этаж пятиэтажного кирпичного дома. Квартира в жилом состоянии, сан. узел совместный, балкон застеклен, металическая дверь, не уг",https://www.olx.ua/obyavlenie/prodam-1-komnatnuyu-kvartiru-v-r-ne-zh-d-vokzala-IDtEQyq.html
2,26500,,55,29 м2,9 м2,Панельный,8,9,Частного лица,Вторичный рынок,2-х комн квартира в центре,"Продается теплая, светлая  2-к квартира, 8/9/П, 55/29/9, в р-не ц. рынка, по ул. Гоголя. В квартире жилое состояние, стены и потолки ровные, в ванной новый полотенцесушитель, установлены счетчики. Лод",https://www.olx.ua/obyavlenie/2-h-komn-kvartira-v-tsentre-IDtEMn2.html
1,,,41,19 м2,11 м2,Кирпичный,1,2,Частного лица,Вторичный рынок,Продается однокомнатная квартира в селе Леськи Черкасского район,"поселок Геолог, ОСББ. 1/2""к 41/19/11 кухня. Автономное отопление. Вода со скважины. Счетчик на газ и воду. Санузел совмещен. Плитка на кухне и в ванной импортная. Пол на кухне и в ванной - мраморная п",https://www.olx.ua/obyavlenie/prodaetsya-odnokomnatnaya-kvartira-v-sele-leski-cherkasskogo-rayon-IDketqU.html
1,,,38,19 м2,9 м2,Кирпичный,3,5,Бизнес,Вторичный рынок,Продам квартиру,"ул. Вернигоры №3, р-н ж/д вокзал, ремонт, замена с/т, труб, с/у плитка, балкон застеклен, окна во двор , удобное место расположение.",https://www.olx.ua/obyavlenie/prodam-kvartiru-IDtEI1o.html
2,,,46,29 м2,6 м2,Кирпичный,4,5,Частного лица,Вторичный рынок,Продам двухкомнатную квартиру в районе ЗАГСа,"Квартира от хозяев. Район ЗАГСа. Квартира находится на 4 этаже 5-ти этажного  кирпичного дома. Квартира не угловая, тёплая, окна выходят на улицу и во двор. Квартира в жилом состоянии. Комнаты раздель",https://www.olx.ua/obyavlenie/prodam-dvuhkomnatnuyu-kvartiru-v-rayone-zagsa-IDozvDK.html
4,36000,,87,48 м2,10 м2,5,10,,Бизнес,Вторичный рынок,"4 кімн. вул.Героїв Дніпра,81, Митниця","Продається 4 кімнатна квартира на Митниці по вулиці Героїв Дніпра,81. Жилий стан. М/п вікна. Лічильники. 4Р. Вид на Дніпро. Лічильник на тепло на будинку.

Компанія: Експерт з нерухомості",https://www.olx.ua/obyavlenie/4-kmn-vul-gerov-dnpra-81-mitnitsya-IDp7vTo.html
2,,,56,35 м2,9 м2,Кирпичный,2,9,Бизнес,Вторичный рынок,"2 кімн. вул.Пастерівська,1, обком.будинок","Продається 2 кімнатна квартира в Цегляному будинку на 2 поверсі в центрі по вулиці Пастерівська-Фрунзе. ""Обкомівський"" будинок. Квартира з гарним ремонтом. Роздільні, просторі кімнати. На підлозі парк",https://www.olx.ua/obyavlenie/2-kmn-vul-pastervska-1-obkom-budinok-IDt6ewg.html
1,,,31,17 м2,6 м2,Панельный,1,5,Бизнес,Вторичный рынок,"1 кімн. ремонт вул. Н.Левицького, р-н Шкільна","Продається 1 кімнатна квартира з гарним ремонтом по вулиці Н.Левицького,14 район Шкільна. В кухні та в с/в нова плитка. В кімнаті натяжна стеля. М/п вікна. Залишаються всі меблі та кондиціонер. Лічиль",https://www.olx.ua/obyavlenie/1-kmn-remont-vul-n-levitskogo-r-n-shklna-IDt67uC.html
3,,,68,39 м2,8 м2,Панельный,1,9,Бизнес,Вторичный рынок,"3-комн. Гоголя-Чехова, маг. Дунай","3-комнатная квартира по улице Гоголя. 1/9/п. Жилое состояние, комнаты раздельные, санузел раздельный. Большой балкон, застеклён, счётчики на воду. Квартира утеплена снаружи",https://www.olx.ua/obyavlenie/3-komn-gogolya-chehova-mag-dunay-IDtEyLe.html
2,28500,,57,32 м2,10 м2,Панельный,6,9,Частного лица,Вторичный рынок,Продам любимую 2-комн.кв. с ремонтом.ЦЕНА СНИЖЕНА! Смелянская 128,"ЦЕНА СНИЖЕНА!!! ОБЩАЯ ПЛОЩАДЬ 57,2 КВ.М. Дом строился для военных планировка нестандартная, кваритра  просторная, с хорошим свежим ремонтом, стеклопакеты, немецкие радиаторы Керми ,кафельная плитка ва",https://www.olx.ua/obyavlenie/prodam-lyubimuyu-2-komn-kv-s-remontom-tsena-snizhena-smelyanskaya-128-ID9RLYW.html
4,,,809,473 м2,94 м2,Панельный,8,10,Частного лица,Вторичный рынок,"4-комнатная квартира, с живописным видом на Днепр","Продается. Комфортная, просторная, 4-комнатная квартира, с живописным видом на Днепр. На 8 этаже 10-ти этажного дома. по ул. Героев Днепра. общая пл..-81м2, жилая-47м2 Полы: комнаты - ламинат с утепли",https://www.olx.ua/obyavlenie/4-komnatnaya-kvartira-s-zhivopisnym-vidom-na-dnepr-IDlbxLS.html
3,40000,,69,43 м2,8 м2,6,9,,Бизнес,Вторичный рынок,3 комнатная квартира на 700 летии,"Предлагается к продаже 3 ком. квартира на 6 этаже 9 панельного дома. В квартире сделан капитальный ремонт, отличное жилое состояние. Поменяна вся проводка, сантехника и радиаторы. В квартире 2 С/У, об",https://www.olx.ua/obyavlenie/3-komnatnaya-kvartira-na-700-letii-IDrwyBE.html
4,36500,,76,50 м2,11 м2,1,10,,Бизнес,Вторичный рынок,4 комнатная квартира в районе Речного вокзала,"Предлагается к продаже 4 комнатная квартира на 1 этаже 10 кирпичного дома. Квартира с шикарной планировкой, все комнаты раздельные. Квартира с капитальным ремонтом, остается шкаф купе в коридоре. Кухн",https://www.olx.ua/obyavlenie/4-komnatnaya-kvartira-v-rayone-rechnogo-vokzala-IDsX7Nu.html
2,17000,,46,28 м2,6 м2,3,5,,Бизнес,Вторичный рынок,"2-ком., ул. Ватутина, р-н 25 школы","Квартира в хорошем жилом состоянии, везде установлены метало-пластиковые окна, линолеум, с/у в плитке, кондиционер, балкон застеклен. Район с очень хорошо развитой инфраструктурой. Квартира реальная, ",https://www.olx.ua/obyavlenie/2-kom-ul-vatutina-r-n-25-shkoly-IDrt7w2.html
1,22300,,35,17 м2,9 м2,Панельный,3,9,Бизнес,Вторичный рынок,1к.кв.на Мытнице.Достойная Вашего внимания.,"В продаже 1к.кв.ул.Героев Сталинграда,вблизи дома Днепр,набережная,рестораны,развлечения,Днепроплаза,две школы,дет.сад,дет.городок Сказка и много интересного.В квартире выполнен кап.ремонт,была произв",https://www.olx.ua/obyavlenie/1k-kv-na-mytnitse-dostoynaya-vashego-vnimaniya-IDtEsd0.html
2,27200,,74,Кирпичный,9,,,,Бизнес,Вторичный рынок,Двухкомнатная квартира в cданном доме с панорамными окнами,"Продается в сданном в эксплуатацию доме (строительный номер 5) 2-хкомнатная квартира на 9 этаже с панорамными окнами в пол! После промеров бти площадь составляет 73,5 м2. В квартире залита стяжка пола",https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-v-cdannom-dome-s-panoramnymi-oknami-IDruV1Y.html
3,37900,,67,40 м2,10 м2,Панельный,2,10,Бизнес,Вторичный рынок,"3-кім. квартира, вул. Хрещатик","Продається 3х кімнатна квартира в тихому центрі по вул. Хрещатик та Пушкіна на 2/10п, 67/40/10, квартира зі свіжим якісним ремонтом потянуті потолки, сучасні класичні шпалери, якісна столярка, якісний",https://www.olx.ua/obyavlenie/3-km-kvartira-vul-hreschatik-IDtEqpv.html
3,22500,,66,38 м2,8 м2,Панельный,7,10,Бизнес,Вторичный рынок,"(33) 3-кімн. кв., ПЗР, р-н м-на ""АТБ""","Пропонується до продажу 3-кімн. кв-ра біля маг. ""АТБ"". Жилий стан, потребує ремонту, окремі кімнати, окремий с/вузол, велика вітальня, 2 лоджії, комора, не кутова, тепла. Поруч 3 школи, д/садки, супер",https://www.olx.ua/obyavlenie/33-3-kmn-kv-pzr-r-n-m-na-atb-IDsc06I.html
2,36000,,52,48 м2,7 м2,Кирпичный,1,9,Бизнес,Вторичный рынок,"Продаётся 2х комн. кв. , с капитальным ремонтом, в центре города","Светлая, уютная, теплая 2х комнатная квартира, в самом центре города, ул. Крещатик. Капитальный, современный ремонт (евроремонт). Металлопластиковые окна, стены и потолки потянуты, фигурные потолки с ",https://www.olx.ua/obyavlenie/prodaetsya-2h-komn-kv-s-kapitalnym-remontom-v-tsentre-goroda-IDtF1wg.html
1,15000,,39,19 м2,7 м2,Кирпичный,6,9,Бизнес,Вторичный рынок,Продам 1-ю квартиру р-н Парк Химиков,"Предлагается к продаже однокомнатная квартира, по ул. Грибоедова.
Квартира, уютная, светлая, в хорошем жилом состоянии. Уместен торг!:)",https://www.olx.ua/obyavlenie/prodam-1-yu-kvartiru-r-n-park-himikov-IDsUGBq.html
2,27500,,52,8 м2,3,9,,,Бизнес,Вторичный рынок,Продается 2-х комнатная квартира в самом центре города,"Черкассы площадью 52/29/10.Квартира в хорошем жилом состоянии.,сан.узел раздельный в плитке.Рядом магазины,школа ,садик,остановкаН  966 - Показать номер - ;  669 - Показать номер - , 937 - Показать но",https://www.olx.ua/obyavlenie/prodaetsya-2-h-komnatnaya-kvartira-v-samom-tsentre-goroda-IDts0Gu.html
3,26700,,68,42 м2,9 м2,Панельный,1,10,Бизнес,Вторичный рынок,УВАГА!!!Термінова продаж 3 кім. квартири центральна МИТНИЦЯ,Пропонуємо затишну 3-х кімнатну квартиру на центральній митниці. Квартира з косметичним ремонтом. Встановлені металопластикові вікна. Сан.вузол сумісний- нова плитка та сантехніка. Два балкони-засклен,https://www.olx.ua/obyavlenie/uvaga-termnova-prodazh-3-km-kvartiri-tsentralna-mitnitsya-IDsbPWK.html
1,18500,,43,19 м2,10 м2,Монолитный,7,17,Частного лица,Вторичный рынок,"1-комнатная просторная квартира в тихом центре, Пушкина-Крещатик","Продается 1-комнатная квартира в тихом центре, в новом комплексе по ул. Пушкина 31/2. 7 этаж 17-ти этажного дома.  Площадь 43,1/19,3/9,7, высота потолков 2,80. Закрытый охраняемый двор, подземный и на",https://www.olx.ua/obyavlenie/1-komnatnaya-prostornaya-kvartira-v-tihom-tsentre-pushkina-kreschatik-IDqEMSg.html
2,26500,,50,30 м2,8 м2,Панельный,6,10,Бизнес,Вторичный рынок,"2 кімнатна квартира, центр, м. Черкаси","Продається 2 кімнатна квартира  в р-ні  Центр в м. Черкаси. 
В квартирі виконаний косметичний ремонт, балкон засклений, на кухні робоча частина облицьована сучасною плиткою, сан. вузол роздільний. 
",https://www.olx.ua/obyavlenie/2-kmnatna-kvartira-tsentr-m-cherkasi-IDtEomS.html
2,19000,,50,29 м2,8 м2,Панельный,5,9,Бизнес,Вторичный рынок,"2-ка в жилом состоянии район Д, Пацаева","Предлагается к продаже 2-х комнатная квартира в районе Д, в полноценном доме, не угловая, на 5 этаже. В квартире стоят счетчики на воду и газ, кухня правильной квадратной формы. Стартовая цена 19000$ ",https://www.olx.ua/obyavlenie/2-ka-v-zhilom-sostoyanii-rayon-d-patsaeva-IDsZsWU.html
2,23500,,48,28 м2,9 м2,Панельный,9,9,Частного лица,Вторичный рынок,Продаю 2-х км.кв. по Благовісній 332,"квартира после ремонта, имеются мелкие недоделки. новая сантехника, новая столярка, металопластиковые окна, пол в коридоре и кухни из качественной плитки, туалет и ванна в плитке, пол в большой комнат",https://www.olx.ua/obyavlenie/prodayu-2-h-km-kv-po-blagovsny-332-IDlM1NY.html
2,16000,,46,30 м2,6 м2,Панельный,3,5,Бизнес,Вторичный рынок,Актуально! Двушка с раздельными комнатами,"Актуально! Есть в наличии! Отличная двушка с раздельными комнатами. Квартира в хорошем жилом состоянии. Балкон застеклен, есть ниша, сан.узел - раздельный. Тихий и спокойный р-н Петровского, приветлив",https://www.olx.ua/obyavlenie/aktualno-dvushka-s-razdelnymi-komnatami-IDtEm1Y.html
1,16500,,32,17 м2,6 м2,4,5,,Бизнес,Вторичный рынок,1-но кімн. кв. на Митниці р-н маг. «Маяк»,"1-но кімнатна квартира на Митниці р-н магазина «Маяк», розташована на 4-му поверсі 5-поверхового панельного будинку. Загальна площа 32,8м2, житлова -17,2м2, площа кухні 5,8 м2. 
Квартира в доброму жи",https://www.olx.ua/obyavlenie/1-no-kmn-kv-na-mitnits-r-n-mag-mayak-IDtEkf8.html
1,16500,,31,17 м2,6 м2,Панельный,1,5,Бизнес,Вторичный рынок,(11) в хорошому стані по Чорновола,"Пропонуємо до продажу 1-кімнатну квартиру в мікрорайоні ""Шкільна"". Квартира в хорошому жилому стані, дуже світла і тепла. Поряд дитячий садок, школа, магазини, зупинки транспорту. Неподалік Інститут б",https://www.olx.ua/obyavlenie/11-v-horoshomu-stan-po-chornovola-IDt4DVM.html
2,28000,,50,30 м2,8 м2,Кирпичный,1,9,Бизнес,Вторичный рынок,"(11) Центр, ТРЦ ""Любава""","Предлагаем к продаже двухкомнатную квартиру в центре города. Квартира в хорошем жилом состоянии.  Рядом дет.сад, школа, торговые центры, остановки транспорта. Чудесный выбор как для молодой семьи, так",https://www.olx.ua/obyavlenie/11-tsentr-trts-lyubava-IDq5KYO.html
1,17000,,34,20 м2,7 м2,Кирпичный,5,5,Бизнес,Вторичный рынок,"1-комн. кв., Дахновка,","1-комн. кв., Дахновка, 5/5/К, 34/20/7, с\у совм., хорошое жилое состояние, стеклопакеты, встроенная кухня, счетчики на воду и отопление на дом. Есть техэтаж. Внешнее утепление. Возможен обмен на 2 ком",https://www.olx.ua/obyavlenie/1-komn-kv-dahnovka-IDtEiFo.html
2,,,42,27 м2,6 м2,Кирпичный,1,5,Бизнес,Вторичный рынок,РЕАЛЬНАЯ 2-х комн. квартира в Тихом Центре 15500$ Срочно!.,"Срочная продажа! 2-х комн. квартира в Тихом Центре по цене Однокомнатной.
Квартира находится на 1 эт. 5-ти этажного кирпичного дома. Скромное состояние - под ремонт. Возможно достроить балкон или пер",https://www.olx.ua/obyavlenie/realnaya-2-h-komn-kvartira-v-tihom-tsentre-15500-srochno-IDtEie0.html
3,,,64,39 м2,7 м2,Кирпичный,1,9,Бизнес,Вторичный рынок,Срочная продажа 3-х ком. на 700 лет.,"Предлагается  к продаже квартира по улице Вербовецкого .Дом кирпичный 1/9.В квартире сделан косм.ремонт на кухне и в спальне, остальное в жилом состояние требующее ремонта.В доме стоит счетчик тепла,и",https://www.olx.ua/obyavlenie/srochnaya-prodazha-3-h-kom-na-700-let-IDt1U8u.html
2,,,49,25 м2,8 м2,Кирпичный,9,9,Бизнес,Вторичный рынок,Двухкомнатная квартира с ремонтом в Черкассах,"Пропонується до продажу комфортна 2-кімнатна квартира з добротним ремонтом по вул.Невського, на 9-му поверсі 9-поверхового цегляного будинку з високим тех.поверхом. 
В квартирі виконано якісний капіт",https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-s-remontom-v-cherkassah-IDtEgq4.html
1,18500,,30,17 м2,6 м2,Кирпичный,3,5,Бизнес,Вторичный рынок,1 комнатная на Благовестной,"В продаже 1-комнатная на 3 этаже кирпичного дома по ул.Благовестной.

Обычное хорошее, жилое состояние квартиры. 
Балкон застеклен, санузел совместный, отделка плитка.
заменены трубы, кухня облицов",https://www.olx.ua/obyavlenie/1-komnatnaya-na-blagovestnoy-IDqPYs4.html
2,16999,,44,28 м2,6 м2,Кирпичный,4,5,Бизнес,Вторичный рынок,"2-комн. пр.Химиков, 4/5/к, маг.""АТБ""","2-комн. квартира по проспекту Химиков.
Хорошее жилое состояние, санузел раздельный. Балкон застеклён. В доме установлен счётчик на тепло. Квартира очень тёплая.
Рядом магазины, остановки, садик, 10-",https://www.olx.ua/obyavlenie/2-komn-pr-himikov-4-5-k-mag-atb-IDtEfLQ.html
3,21500,,69,43 м2,9 м2,Панельный,1,9,Бизнес,Вторичный рынок,Продаётся 3-комнатная квартира в ЮЗР на 1 этаже,"Предлагаем к продаже недорогую 3-комнатную квартиру на 1 этаже 9-этажного панельного дома по пр.30-летия Победы в районе ул. Гайдара. 
В квартире 3 раздельные комнаты, большая застекленная лоджия с р",https://www.olx.ua/obyavlenie/prodaetsya-3-komnatnaya-kvartira-v-yuzr-na-1-etazhe-IDrktkI.html
3,20999,,58,39 м2,6 м2,Кирпичный,4,5,Бизнес,Вторичный рынок,"3-комн. пр.Химиков, маг. ""АТБ"", 4/5/к","Продаётся 3-комн. по просп. Химиков. Хорошее жилое состояние, санузел раздельный, обложен плиткой, заменены трубы, установлены счётчики. Балкон застеклён. В доме установлен счётчик на тепло. Квартира ",https://www.olx.ua/obyavlenie/3-komn-pr-himikov-mag-atb-4-5-k-IDtEfhe.html
