,37500,,,,,,,,"Продам 2к.кв.Мытница-центр,с хорошим ремонтом,с мебелью и быт.техникой",https://www.olx.ua/obyavlenie/prodam-2k-kv-mytnitsa-tsentr-s-horoshim-remontom-s-mebelyu-i-byt-tehnikoy-IDs5ZlV.html,"Продам хорошую 2к.кв. Мытница-центр, Тц Гранд-Маркет, ул. Гагарина, 5/10/П, 52м2, перепланировка узаконена, с хорошим ремонтом, возможно продажа с мебелью и бытовой техникой, 37500у.е.,торг."
,37500,,,,,,,,"Продам 2к.кв.Мытница-центр,с хорошим ремонтом,с мебелью и быт.техникой",https://www.olx.ua/obyavlenie/prodam-2k-kv-mytnitsa-tsentr-s-horoshim-remontom-s-mebelyu-i-byt-tehnikoy-IDs5ZlV.html,"Продам хорошую 2к.кв. Мытница-центр, Тц Гранд-Маркет, ул. Гагарина, 5/10/П, 52м2, перепланировка узаконена, с хорошим ремонтом, возможно продажа с мебелью и бытовой техникой, 37500у.е.,торг."
,37900,,,,,,,,"3-кім. квартира, вул. Хрещатик",https://www.olx.ua/obyavlenie/3-km-kvartira-vul-hreschatik-IDtEqpv.html,"Продається 3х кімнатна квартира в тихому центрі по вул. Хрещатик та Пушкіна на 2/10п, 67/40/10, квартира зі свіжим якісним ремонтом потянуті потолки, сучасні класичні шпалери, якісна столярка, якісний"
,37000,,,,,,,,Продается срочно трехкомнатная квартира на 700 летии,https://www.olx.ua/obyavlenie/prodaetsya-srochno-trehkomnatnaya-kvartira-na-700-letii-IDsUHYK.html,"Предлагается на продажу трехкомнатная квартира возле магазина Новус что на площади 700 -летия. В квартире выполнен качественный дорогой ремонт. Окна- трехкамерные стеклопакеты, ванна дорогая плитка. в"
,36999,,,,,,,,2-комн. в новом доме на Мытнице,https://www.olx.ua/obyavlenie/2-komn-v-novom-dome-na-mytnitse-IDs62vV.html,"Продам 2 комнатную квартиру в монолитном доме на Мытнице за ТЦ ""Днепро Плаза"" (улица Героев Днепра, 23). Общая площадь 76,3 кв. м., жилая 36,3 кв. м., 2 санузла, 2 лоджии застекленные (1,8 и 3,2 кв. м"
,37000,,,,,,,,Продам 4-х комнатную квартиру,https://www.olx.ua/obyavlenie/prodam-4-h-komnatnuyu-kvartiru-IDqkBOA.html,"продам 4-х комнатную квартиру по улице Калинина 71.(реч. порт). Квартира жилая, теплая уютная. Сделан небольшой ремонт: стены, натяжные потолки, стеклопакеты. Ремонт делали летом 2016 года. Большая ло"
,37000,,,,,,,,"5-ти кімнатна квартира для дружньої родини! р-н Митниця, вул. Гагаріна",https://www.olx.ua/obyavlenie/5-ti-kmnatna-kvartira-dlya-druzhno-rodini-r-n-mitnitsya-vul-gagarna-IDtAXZo.html,"Продається 5-ти кімнатна квартира по вул. Гагаріна на Митниці. На 6-му поверсі 10-ти поверхового будинку. Загальна площа квартири 100м2, жила 65м2, кухня 7,5м2. В жилому стані, встановлені склопакети,"
,37000,,,,,,,,"3 комнатная квартира, ул. Благовестная, центр",https://www.olx.ua/obyavlenie/3-komnatnaya-kvartira-ul-blagovestnaya-tsentr-IDr5Pp2.html,"Квартира в хорошем жилом состоянии, с/узел (раздельный) - плитка, замена сантехники, потолки 3м, окна большие, пол - паркет, столярка - натуральное дерево, балкон застеклен, мет. дверь, Интернет. Окна"
,37000,,,,,,,,2-кім. квартира. Святотроїцька - Хрещатик.,https://www.olx.ua/obyavlenie/2-km-kvartira-svyatotrotska-hreschatik-IDthGK0.html,"2-кім. квартира, вул. Хрещатик 180
Добрий жилий стан, склопакети, якісна столярка,  лічильники на воду та газ, нові труби, стяжка стелі.  Вікна дивляться на кінотеатр ""Салют"" та в тихий, затишний дві"
,37000,,,,,,,,Срочная продажа 4-комнатной квартиры с дизайнерским ремонтом.,https://www.olx.ua/obyavlenie/srochnaya-prodazha-4-komnatnoy-kvartiry-s-dizaynerskim-remontom-IDswFKO.html,"Продается просторная 4х-комнатная квартира, в р-не Мытница, с живописным видом на р.Днепр по ул. Казацкая. Квартира находиться на 9 этаже 9 этажного панельного дома. Есть тех этаж, произведен капиталь"
,36700,,,,,,,,Продається 3-х кв. в центрі по б. Шевченка,https://www.olx.ua/obyavlenie/prodatsya-3-h-kv-v-tsentr-po-b-shevchenka-IDtA14I.html,ТЕРМІНОВО!!! ТОРГ. Продається гарна 3-кв. з ремонтом по б. Шевченка. В квартирі зроблений якісний ремонт. Поміняні труби водопостачання та каналізації. Встановлені лічильники. Кухня із влаштованими ме
,36500,,,,,,,,Новая цена от хозяина. Кв-ра с ремонтом. Речпорт 1/10/К Счётчик тепло.,https://www.olx.ua/obyavlenie/novaya-tsena-ot-hozyaina-kv-ra-s-remontom-rechport-1-10-k-schetchik-teplo-IDiKFKK.html,"Продам отличную квартиру в районе Речпорта, по ул. Н.Горовая (Калинина). Квартира имеет отличную планировку: 4 раздельные комнаты, большая кухня.
Современный евроремонт, стеклопак., немецкий ламинат,"
,36500,,,,,,,,"Продам 4-х комн. кв., Речпорт, Калинина 1/10/К",https://www.olx.ua/obyavlenie/prodam-4-h-komn-kv-rechport-kalinina-1-10-k-IDsAUzc.html,"4 - комн. квартира, Речпорт, Калинина 1/10/К, комн. разд, евроремонт, хорошее жилое состояние, стеклопак., газ счет., вод. счет., двери из натур. дерева, тамбур, домофон, встр. кухня, газ. плита, эл. "
,36500,,,,,,,,4 комнатная квартира в районе Речного вокзала,https://www.olx.ua/obyavlenie/4-komnatnaya-kvartira-v-rayone-rechnogo-vokzala-IDsX7Nu.html,"Предлагается к продаже 4 комнатная квартира на 1 этаже 10 кирпичного дома. Квартира с шикарной планировкой, все комнаты раздельные. Квартира с капитальным ремонтом, остается шкаф купе в коридоре. Кухн"
4,,82 м2,50 м2,8 м2,Кирпичный,7,Вторичный рынок,Бизнес,Архив,https://www.olx.ua/obyavlenie/prodam-obnyayu-4-km-kvar-82-m2v-tseglyanomu-budinku-r-n-mir-IDqsFei.html,"Продам 4 кімнатну квартиру район - ""МИР"". 82/50/8 Металеві двері, балкон і лоджія засклені, можливість перепланування кімнат, збільшення кухні за рахунок кладовки. Квартира знаходиться на середньму по"
,36200,,,,,,,,3-к квартира (без посредников),https://www.olx.ua/obyavlenie/3-k-kvartira-bez-posrednikov-IDoDG4i.html,"Предлагается к продаже 3-ком. кв. с частичной мебелью на ул. Петровского (бывшая школа мастеров) в кирпичном доме, общей площадью 61 м2, жилая 58 м2, кухня 8 м2! Квартира продаётся от хозяина. Квартир"
2,,36 м2,26 м2,4 м2,Кирпичный,1,Вторичный рынок,Частного лица,Квартира,https://www.olx.ua/obyavlenie/kvartira-IDrzxcQ.html,"Центр города, рядом с ТЦ ПИОНЕР, квартира под любой удобный бизнес на 1-м этаже, с возможностью расширения и выведения отдельного входа. Общая площадь - 36,2 кв.м - комнаты 16,1 кв.м и 9,4 кв.м, кухня"
,36000,,,,,,,,Продажа 2 комнатной квартиры в новом доме. Центр,https://www.olx.ua/obyavlenie/prodazha-2-komnatnoy-kvartiry-v-novom-dome-tsentr-IDtt9Ny.html,"Продажа 2 комнатной квартиры на 3-м этаже 11-ти этажного монолитного дома в центре города,  Гоголя/Святотроицкая (Кирова).
Квартира после строителей. Установлены стеклопакеты, радиаторы, входная мета"
,36000,,,,,,,,Продам хорошую квартиру в теплом кирпичном доме,https://www.olx.ua/obyavlenie/prodam-horoshuyu-kvartiru-v-teplom-kirpichnom-dome-IDrIYSm.html,"Продаю уютную теплую квартиру в кирпичном доме всего на 12 квартир. Месторасположение - район Самолета. Очень удобная транспортная развязка во все концы города. Рядом два продуктовых магазина, Фермерс"
,36000,,,,,,,,2 комнатная квартира Тихий центр,https://www.olx.ua/obyavlenie/2-komnatnaya-kvartira-tihiy-tsentr-IDtockS.html,"Продается 2 комнатная  квартира по ул. Пастеровская – Ильина.
Квартира  расположена на 8 этаже 10-ти этажного кирпичного дома. В квартире выполнен  ремонт, установлены стеклопакеты, стяжка потолка, с"
,36000,,,,,,,,"Продаётся 2х комн. кв. , с капитальным ремонтом, в центре города",https://www.olx.ua/obyavlenie/prodaetsya-2h-komn-kv-s-kapitalnym-remontom-v-tsentre-goroda-IDtF1wg.html,"Светлая, уютная, теплая 2х комнатная квартира, в самом центре города, ул. Крещатик. Капитальный, современный ремонт (евроремонт). Металлопластиковые окна, стены и потолки потянуты, фигурные потолки с "
,36000,,,,,,,,"Продаётся 2х комн. кв. , с капитальным ремонтом, в центре города",https://www.olx.ua/obyavlenie/prodaetsya-2h-komn-kv-s-kapitalnym-remontom-v-tsentre-goroda-IDtF1wg.html,"Светлая, уютная, теплая 2х комнатная квартира, в самом центре города, ул. Крещатик. Капитальный, современный ремонт (евроремонт). Металлопластиковые окна, стены и потолки потянуты, фигурные потолки с "
,36000,,,,,,,,"Продаётся 2х комн. кв. , с капитальным ремонтом, в центре города",https://www.olx.ua/obyavlenie/prodaetsya-2h-komn-kv-s-kapitalnym-remontom-v-tsentre-goroda-IDtF1wg.html,"Светлая, уютная, теплая 2х комнатная квартира, в самом центре города, ул. Крещатик. Капитальный, современный ремонт (евроремонт). Металлопластиковые окна, стены и потолки потянуты, фигурные потолки с "
,36000,,,,,,,,"Продаётся 2х комн. кв. , с капитальным ремонтом, в центре города",https://www.olx.ua/obyavlenie/prodaetsya-2h-komn-kv-s-kapitalnym-remontom-v-tsentre-goroda-IDtF1wg.html,"Светлая, уютная, теплая 2х комнатная квартира, в самом центре города, ул. Крещатик. Капитальный, современный ремонт (евроремонт). Металлопластиковые окна, стены и потолки потянуты, фигурные потолки с "
,36000,,,,,,,,Экслюзивная 2-х комнатная квартира с качественным ремонтом,https://www.olx.ua/obyavlenie/ekslyuzivnaya-2-h-komnatnaya-kvartira-s-kachestvennym-remontom-IDsBWui.html,"Предлагается к продаже эксклюзивная комфортабельная 2-комнатная квартира с ремонтом в престижном районе города Черкассы возле ТРЦ Депот.

Квартира расположена на 4-ом этаже в доме с ОСББ: по всему до"
,36000,,,,,,,,"4 кімн. вул.Героїв Дніпра,81, Митниця",https://www.olx.ua/obyavlenie/4-kmn-vul-gerov-dnpra-81-mitnitsya-IDp7vTo.html,"Продається 4 кімнатна квартира на Митниці по вулиці Героїв Дніпра,81. Жилий стан. М/п вікна. Лічильники. 4Р. Вид на Дніпро. Лічильник на тепло на будинку.

Компанія: Експерт з нерухомості"
3,,83 м2,50 м2,9 м2,Панельный,9,Вторичный рынок,Бизнес,Архив,https://www.olx.ua/obyavlenie/termnovo-prodam-3-nu-horoshu-kvartiru-na-mitnits-IDtbPhE.html,Терміново продам 3-ну квартиру переплановану з 4-ної. Кухня -студія. Хороший ремонт. ТОРГ!!!
,35500,,,,,,,,Продам квартиру,https://www.olx.ua/obyavlenie/prodam-kvartiru-IDq3wQQ.html,"Мытница. 3-ёх комнатная кв., (3 комнаты, кухня,кладовая, 2 балкона, 2 коридора, раздельный санузел) 3 минуты до Днепра, окна-стеклопакеты , косметический ремонт-потолки,стены в 2014 г., частично мебли"
,36000,,,,,,,,Продам хорошую 3к.кв.с ремонтом в р-не 700-летия,https://www.olx.ua/obyavlenie/prodam-horoshuyu-3k-kv-s-remontom-v-r-ne-700-letiya-IDtk1dc.html,"Продам хорошую 3к.кв.пл. 700-летия, ул. Чехова возле бани, 1/9/П, 68м2, в квартире сделан хороший качественный ремонт для себя, утеплённый пол деревом-ламинат, пластиковые окна австрийский профиль, ре"
,36000,,,,,,,,Продам 3х комнатную квартиру в Черкассах (практически центр города!),https://www.olx.ua/obyavlenie/prodam-3h-komnatnuyu-kvartiru-v-cherkassah-prakticheski-tsentr-goroda-IDnJ5Cc.html,"Продам (без посрединка) 3х комнатную квартиру в Черкассах по ул. Героев Сталинграда, №38 (практически в центре города!)

Отличное жилое состояние, рядом есть 2х супермаркета, ТРЦ ""ДНЕПРО ПЛАЗА"", рич."
,35500,,,,,,,,=Ексклюзив= 3-кім. кв. Г. Дніпра (Центр. Митниця) з сучасним ремонтом.,https://www.olx.ua/obyavlenie/eksklyuziv-3-km-kv-g-dnpra-tsentr-mitnitsya-z-suchasnim-remontom-IDty8gC.html,"= Ексклюзив = 
Пряма продажа 3-кімн. кв., р-н Центральна Митниця, Г. Дніпра - (спуск від ""Загсу"") Ціна - 36000 у.о. (торг)

3/9/П, 68/38/9 - Сучасний ремонт; - склопакети, металеві вхідні двері, с/в"
,35555,,,,,,,,ЦЕНА снижена! Элитная квартира с мебелью и техникой в тихом центре.,https://www.olx.ua/obyavlenie/tsena-snizhena-elitnaya-kvartira-s-mebelyu-i-tehnikoy-v-tihom-tsentre-IDqldio.html,"Продам квартиру с капитальным ремонтом в тихом центре нашего города по ул.Пастеровской,11. 

 Квартира полностью готова к заселению: чисто, уютно, есть мебель и необходимая техника.

- поставлены ка"
,35555,,,,,,,,ЦЕНА снижена! Элитная квартира с мебелью и техникой в тихом центре.,https://www.olx.ua/obyavlenie/tsena-snizhena-elitnaya-kvartira-s-mebelyu-i-tehnikoy-v-tihom-tsentre-IDqldio.html,"Продам квартиру с капитальным ремонтом в тихом центре нашего города по ул.Пастеровской,11. 

 Квартира полностью готова к заселению: чисто, уютно, есть мебель и необходимая техника.

- поставлены ка"
,35500,,,,,,,,Продаж 1 к.кв. по вул. Г. Дніпра 23,https://www.olx.ua/obyavlenie/prodazh-1-k-kv-po-vul-g-dnpra-23-IDto1Gk.html,"Продається 1 кім. квартира в елітному будинку, що розташований за адресою: м. Черкаси, вул. Г. Дніпра 23.
 Квартира з сучасним ремонтом, простора, з великою кухнею та лоджією. Загальна площа квартири"
,35000,,,,,,,,Продажа квартиры в обкомовском доме по ул. Фрунзе.,https://www.olx.ua/obyavlenie/prodazha-kvartiry-v-obkomovskom-dome-po-ul-frunze-IDsTmxV.html,"Уникальная планировка, три раздельные комнаты, с/узел раздельный, облицован плиткой, балкон и лоджия застеклены, 2 кладовые, коридор 18 м2, просторная кухня (рабочая часть - плитка).Состояние аккуратн"
,35000,,,,,,,,"Цена снижена!!! 3 ком.кв по ул. Крещатик, с кап. ремонтом",https://www.olx.ua/obyavlenie/tsena-snizhena-3-kom-kv-po-ul-kreschatik-s-kap-remontom-IDmAtsV.html,"Продажа квартиры в центральной части города, по ул. Крещатик, с капитальным ремонтом.
Три раздельные комнаты, с/узел совместный, облицован плиткой, новая сантехника.
Балкон и лоджия - застеклены (ст"
,35000,,,,,,,,Продам квартиру 4 комнаты в центре города Черкассы. 75 кв. м.,https://www.olx.ua/obyavlenie/prodam-kvartiru-4-komnaty-v-tsentre-goroda-cherkassy-75-kv-m-IDr0A3K.html,Продам квартиру 4 комнаты в центре города Черкассы. ул. Гоголя 207. 75 кв. м. Одноэтажный дом. На земле. Плюс сарай и летняя кухня. Канализация и совместный сан.узел. С мебелью. Интернет 50 мб./с. Дом
,35000,,,,,,,,2 комн. Квартира в с Ремонтом в Идеальном состоянии,https://www.olx.ua/obyavlenie/2-komn-kvartira-v-s-remontom-v-idealnom-sostoyanii-IDtvxw6.html,"Лучший вариант для современного успешного человека,
В этой квартире вы почувствуете что такое домашний комфорт 

Квартира состоит из двух комнат :
-  Кухня студия на которой вам будет удобно готовить,"
,35000,,,,,,,,"Продам / Обміняю 3-кімн.кв. р-н Центральна Митниця, Сучасний Ремонт!!!",https://www.olx.ua/obyavlenie/prodam-obmnyayu-3-kmn-kv-r-n-tsentralna-mitnitsya-suchasniy-remont-IDtfExv.html,"Прдам/обміняю 3 кімнатну квартиру  Центральна Митниця з сучасним ремонтом  3 поверх. С/у і кухня - плитка, підлога ламінат,  скрізь склопакети ложія і балкон оздоблені вагонкою, двері -  натуральне де"
,35000,,,,,,,,3 комнатная квартира в центре по ул.Крещатик 130,https://www.olx.ua/obyavlenie/3-komnatnaya-kvartira-v-tsentre-po-ul-kreschatik-130-IDrWa4G.html,"Продам квартиру в хорошем жилом состоянии по ул.Крещатик 130
3-х комнатная квартира с видом на Днепр. 5 /9 П  66,5/38/10 Очень удобное расположение.
Развита инфраструктура, рядом 2 школы, дет.сад, о"
,35000,,,,,,,,Продам 2-х комнатную квартиру в самом центре нашего города!,https://www.olx.ua/obyavlenie/prodam-2-h-komnatnuyu-kvartiru-v-samom-tsentre-nashego-goroda-IDtiD5c.html,"Продам 2-х комнатную квартиру в самом центре нашего города, по бульвару Шевченко, на седьмом этаже четырнадцати этажного кирпичного дома. Общая площадь 51м2, квартира в отличном жилом состоянии, стяжк"
,35000,,,,,,,,Продаётся 3-х комнатная квартира в новом кирпичном доме в самом центре,https://www.olx.ua/obyavlenie/prodaetsya-3-h-komnatnaya-kvartira-v-novom-kirpichnom-dome-v-samom-tsentre-IDraMdy.html,"Продаётся 3-х комнатная квартира в новом кирпичном доме в самом центре Черкас.Квартира в очень хорошем жилом состоянии,три большие комнаты,сан. узел раздельный в плитке.Рядом с домом школа,садик,магаз"
2,,55 м2,32 м2,9 м2,2,9,Вторичный рынок,Бизнес,Архив,https://www.olx.ua/obyavlenie/2-kom-kvartira-tihiy-tsentr-IDqRlSC.html,"Квартира с хорошим ремонтом, встроеная Кухня. В раене Водоканала."
,35000,,,,,,,,1-комнатная квартира в элитном доме на Мытнице,https://www.olx.ua/obyavlenie/1-komnatnaya-kvartira-v-elitnom-dome-na-mytnitse-IDs6dgV.html,"Продам 1-комнатную квартиру в элитном кирпичном доме по ул.Героев Днепра, 53

Квартира с ремонтом расположена на 2-ом этаже 8-этажного тёплого кирпичного дома. Планировка оригинальная, с просторным к"
,35000,,,,,,,,СРОЧНАЯ ПРОДАЖА 5-к квартиры в г. Черкассы,https://www.olx.ua/obyavlenie/srochnaya-prodazha-5-k-kvartiry-v-g-cherkassy-IDs4o9u.html,"Предложение для тех, кто желает жить в просторной квартире в тихом центре города с видом на р. Днепр . 
Продаем  квартиру в центральном районе города или меняем на Вашу недвижимость - 2+2, 3+1, дом н"
,34999,,,,,,,,Продажа 2-х комнатной квартиры по бульвару Шевченко! Центр!,https://www.olx.ua/obyavlenie/prodazha-2-h-komnatnoy-kvartiry-po-bulvaru-shevchenko-tsentr-IDtob7y.html,"Продажа 2-х комнатной квартиры по бульвару Шевченко (центр), на седьмом этаже четырнадцати этажного кирпичного дома, 50 м2 общей площади, квартира в отличном состоянии, стяжка стен и потолка, стеклопа"
,34999,,,,,,,,"Продам 3-х комн. кв., Центр, ул. В. Горовая (Фрунзе)",https://www.olx.ua/obyavlenie/prodam-3-h-komn-kv-tsentr-ul-v-gorovaya-frunze-IDsO6OC.html,"Предложение, которое не оставит никого равнодушным! Трехкомнатная квартира, с которой можно сделать пентхаус. Тихий центр, улица Верхня Горова (бывш. Фрунзе), 9 этаж 10-ти этажного кирпичного дома. Кв"
,35000,,,,,,,,"Квартира 3-х кімнатна, 30 років перемоги",https://www.olx.ua/obyavlenie/kvartira-3-h-kmnatna-30-rokv-peremogi-IDr9sve.html,"Предлагается к продаже 3-к квартира по адресу 30 лет победы 54, на 3 этаже 9-ти этажного дома в тихом районе с хорошей инфраструктурой (рядом с домом детский сад, школа, сеть магазинов, аптека, остано"
,35000,,,,,,,,(12)Продажа 3-х квартиры в Центре с евроремонтом.,https://www.olx.ua/obyavlenie/12prodazha-3-h-kvartiry-v-tsentre-s-evroremontom-IDskpEC.html,"Продаёться 3х комнатная квартира в  Центре, квартира с евроремонтом, комнаты-  совр. обои, перетянутые потолоки, новая столярка,  ламинат, кухня- совр. плитка, окна- стеклопакеты,  балконы заст., с/у-"
,35000,,,,,,,,Красивая квартира на ул. Грушевского,https://www.olx.ua/obyavlenie/krasivaya-kvartira-na-ul-grushevskogo-IDsUTKI.html,"Квартира в которой сделано ВСЕ. 
Нестандартная квартира с раздельными комнатами. 
Мебель из натуральной ольхи в подарок."
,34900,,,,,,,,3 кімнатна квартира на Митниці,https://www.olx.ua/obyavlenie/3-kmnatna-kvartira-na-mitnits-IDtzpQS.html,"Продам  3-х кімнатну квартиру, Митниця, вул. Героїв Дніпра, р-н гімназії №31, 9\9П. 68/38/7.5. Добрий жилий стан - сучасні кухонні меблі, кахлі, труби нові, с/в з ремонтом, склопакети, двері вхідні ме"
,35000,,,,,,,,"Срочно! 4-х комнатная, р-н ""Буревестника"", евроремонт...",https://www.olx.ua/obyavlenie/srochno-4-h-komnatnaya-r-n-burevestnika-evroremont-IDtjTFS.html,"Квартира расположена в пяти шагах от магазина «Буревестник». 67/45/7; 3/5кирпич; классный ремонт, автономное отопление, новая сантехника, кабельное телевидение, интернет, кондиционер, фасад утеплён, к"
3,,61 м2,36 м2,7 м2,Кирпичный,2,Вторичный рынок,Бизнес,Архив,https://www.olx.ua/obyavlenie/prodam-3-h-kom-kv-tsentr-IDiG50a.html,"Продается 3-комнатная квартира в самом центре города в престижном доме, ул. Смелянская - Крещатик , на  2/10/К дома, домофон, ремонт в подъезде, часть окон выходит во двор,
квартира в хорошем жилом с"
,34500,,,,,,,,"2-комн. в самом Центре, бул. Шевченка",https://www.olx.ua/obyavlenie/2-komn-v-samom-tsentre-bul-shevchenka-IDrCLUo.html,"2-комн. Шевченка 222, напротив Обладминистрации. 
Хороший ремонт, большая кухня., большая лоджия.
Санузел раздельный.
Остаётся мебель, кондиционер, бойлер.
Самый центр города."
,34500,,,,,,,,Трикімнтна квартира в центрі,https://www.olx.ua/obyavlenie/trikmntna-kvartira-v-tsentr-IDsBKBg.html,"Трикімнатна квартира в гарному жилому стані, с/в роздільний, сучасна плитка, 2 балкони - засклені. Вид на Дніпро."
,34500,,,,,,,,"Продам 3 кім.кв., з якісним сучасним ремонтом, вул. Чехова-Надпільна",https://www.olx.ua/obyavlenie/prodam-3-km-kv-z-yaksnim-suchasnim-remontom-vul-chehova-nadplna-IDrgPXU.html,"Пропонується до продажу 3 кім.кв., з якісним сучасним ремонтом, вул. Чехова-Надпільна, р-н 700 річча, розташована на 9 поверсі дев'ятиповерхового панельного будинку. Загальна  площа 64 кв.м., переплан"
